source,appendix,lake,station,season,sample_date_1971,depth_m,characteristic,value_as_printed,unit_as_printed,value_as_P,below_detection,not_determined,raw_text
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,1,SiO2,4.2,mg/L,,FALSE,FALSE,4.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,5,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,5,TKN,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,5,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,5,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,5,SiO2,4.2,mg/L,,FALSE,FALSE,4.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,11,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,11,TKN,0.15,mg/L,,FALSE,FALSE,0.15
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,11,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,11,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,5,OCTOBER,,11,SiO2,4.6,mg/L,,FALSE,FALSE,4.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,1,TKN,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,1,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,1,SiO2,2.8,mg/L,,FALSE,FALSE,2.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,5,TKN,0.55,mg/L,,FALSE,FALSE,0.55
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,5,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,5,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,5,SiO2,2.5,mg/L,,FALSE,FALSE,2.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,10,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,10,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,10,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,10,t-PO4,0.07,mg/L as PO4,0.02283,FALSE,FALSE,0.07
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,10,SiO2,2.6,mg/L,,FALSE,FALSE,2.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,20,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,20,TKN,0.36,mg/L,,FALSE,FALSE,0.36
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,20,o-PO4,0.01,mg/L as PO4,0.00326,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,20,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,APRIL,,20,SiO2,2.6,mg/L,,FALSE,FALSE,2.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,1,TKN,0.18,mg/L,,FALSE,FALSE,0.18
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,1,t-PO4,0.04,mg/L as PO4,0.01305,FALSE,FALSE,0.04
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,1,SiO2,2.6,mg/L,,FALSE,FALSE,2.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,5,TKN,0.31,mg/L,,FALSE,FALSE,0.31
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,5,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,5,SiO2,3.0,mg/L,,FALSE,FALSE,3.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,10,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,10,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,10,SiO2,3.4,mg/L,,FALSE,FALSE,3.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,23,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,23,TKN,0.3,mg/L,,FALSE,FALSE,0.30
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,23,o-PO4,0.02,mg/L as PO4,0.00652,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,23,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,JUNE,,23,SiO2,6.2,mg/L,,FALSE,FALSE,6.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,1,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,1,TKN,0.34,mg/L,,FALSE,FALSE,0.34
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,1,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,1,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,1,SiO2,3.8,mg/L,,FALSE,FALSE,3.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,5,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,5,TKN,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,5,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,5,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,5,SiO2,3.8,mg/L,,FALSE,FALSE,3.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,10,NO3,0.03,mg/L,,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,10,TKN,0.16,mg/L,,FALSE,FALSE,0.16
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,10,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,10,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,10,SiO2,4.6,mg/L,,FALSE,FALSE,4.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,15,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,15,TKN,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,15,o-PO4,0.01,mg/L as PO4,0.00326,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,15,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,15,SiO2,8.1,mg/L,,FALSE,FALSE,8.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,21,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,21,TKN,0.56,mg/L,,FALSE,FALSE,0.56
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,21,o-PO4,0.03,mg/L as PO4,0.00978,FALSE,FALSE,0.03
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,21,t-PO4,,mg/L as PO4,,FALSE,TRUE,ND
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,AUGUST,,21,SiO2,9.8,mg/L,,FALSE,FALSE,9.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,1,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,1,TKN,0.31,mg/L,,FALSE,FALSE,0.31
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,1,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,1,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,1,SiO2,4.4,mg/L,,FALSE,FALSE,4.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,5,NO3,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,5,TKN,0.02,mg/L,,FALSE,FALSE,0.02
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,5,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,5,t-PO4,0.05,mg/L as PO4,0.01631,FALSE,FALSE,0.05
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,5,SiO2,4.4,mg/L,,FALSE,FALSE,4.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,10,NO3,0.01,mg/L,,FALSE,FALSE,0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,10,TKN,0.2,mg/L,,FALSE,FALSE,0.20
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,10,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,10,t-PO4,0.06,mg/L as PO4,0.01957,FALSE,FALSE,0.06
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,10,SiO2,4.4,mg/L,,FALSE,FALSE,4.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,22,NO3,0.01,mg/L,,TRUE,FALSE,<0.01
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,22,TKN,0.26,mg/L,,FALSE,FALSE,0.26
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,22,o-PO4,0.005,mg/L as PO4,0.00163,TRUE,FALSE,<0.005
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,22,t-PO4,0.09,mg/L as PO4,0.02935,FALSE,FALSE,0.09
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-1,Osoyoos Lake,6,OCTOBER,,22,SiO2,5.2,mg/L,,FALSE,FALSE,5.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,1,HCO3,185.4,mg/L,,FALSE,FALSE,185.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,1,SO4,56.5,mg/L,,FALSE,FALSE,56.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,1,Cl,1.5,mg/L,,FALSE,FALSE,1.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,1,F,0.3,mg/L,,FALSE,FALSE,0.30
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,5,HCO3,181.0,mg/L,,FALSE,FALSE,181
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,5,SO4,56.5,mg/L,,FALSE,FALSE,56.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,5,Cl,1.4,mg/L,,FALSE,FALSE,1.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,5,F,0.3,mg/L,,FALSE,FALSE,0.30
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,10,HCO3,181.0,mg/L,,FALSE,FALSE,181
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,10,SO4,55.5,mg/L,,FALSE,FALSE,55.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,10,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,10,F,0.29,mg/L,,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,25,HCO3,178.0,mg/L,,FALSE,FALSE,178
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,25,SO4,55.8,mg/L,,FALSE,FALSE,55.8
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,25,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,APRIL,1971-04-18,25,F,0.29,mg/L,,FALSE,FALSE,0.29
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,1,HCO3,178.0,mg/L,,FALSE,FALSE,178
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,1,SO4,54.9,mg/L,,FALSE,FALSE,54.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,1,Cl,1.1,mg/L,,FALSE,FALSE,1.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,1,F,0.27,mg/L,,FALSE,FALSE,0.27
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,5,HCO3,183.0,mg/L,,FALSE,FALSE,183
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,5,SO4,55.5,mg/L,,FALSE,FALSE,55.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,5,Cl,1.5,mg/L,,FALSE,FALSE,1.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,5,F,0.27,mg/L,,FALSE,FALSE,0.27
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,10,HCO3,181.0,mg/L,,FALSE,FALSE,181
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,10,SO4,55.2,mg/L,,FALSE,FALSE,55.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,10,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,10,F,0.27,mg/L,,FALSE,FALSE,0.27
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,25,HCO3,182.0,mg/L,,FALSE,FALSE,182
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,25,SO4,56.5,mg/L,,FALSE,FALSE,56.5
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,25,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,25,F,0.27,mg/L,,FALSE,FALSE,0.27
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,50,HCO3,182.0,mg/L,,FALSE,FALSE,182
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,50,SO4,56.4,mg/L,,FALSE,FALSE,56.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,50,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,50,F,0.28,mg/L,,FALSE,FALSE,0.28
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,60,HCO3,182.0,mg/L,,FALSE,FALSE,182
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,60,SO4,55.9,mg/L,,FALSE,FALSE,55.9
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,60,Cl,1.0,mg/L,,FALSE,FALSE,1.0
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,JUNE,1971-06-19,60,F,0.27,mg/L,,FALSE,FALSE,0.27
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,1,HCO3,171.0,mg/L,,FALSE,FALSE,171
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,1,SO4,55.6,mg/L,,FALSE,FALSE,55.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,1,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,1,F,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,5,HCO3,173.0,mg/L,,FALSE,FALSE,173
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,5,SO4,54.6,mg/L,,FALSE,FALSE,54.6
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,5,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,5,F,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,15,HCO3,171.0,mg/L,,FALSE,FALSE,171
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,15,SO4,55.4,mg/L,,FALSE,FALSE,55.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,15,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,15,F,0.32,mg/L,,FALSE,FALSE,0.32
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,30,HCO3,176.0,mg/L,,FALSE,FALSE,176
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,30,SO4,54.2,mg/L,,FALSE,FALSE,54.2
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,30,Cl,1.4,mg/L,,FALSE,FALSE,1.4
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,30,F,0.33,mg/L,,FALSE,FALSE,0.33
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,40,HCO3,178.0,mg/L,,FALSE,FALSE,178
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,40,SO4,56.1,mg/L,,FALSE,FALSE,56.1
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,40,Cl,1.3,mg/L,,FALSE,FALSE,1.3
"CA-BC Okanagan Basin Agreement 1974, Tech. Supplement V",C-3,Kalamalka Lake,2,AUGUST,1971-08-19,40,F,0.33,mg/L,,FALSE,FALSE,0.33
